ID,Gender,Age,Resident,Nature_Relatedness_experience1,Nature_Relatedness_self1,Nature_Relatedness_self2,Nature_Relatedness_experience2,Nature_Relatedness_self3,Nature_Relatedness_self4,PEBS_Conservation1,PEBS_Conservation2,PEBS_Conservation3,PEBS_Conservation4,PEBS_Conservation5,PEBS_Conservation6,PEBS_Conservation7,PEBS_Environmental_citizenship1,PEBS_Environmental_citizenship2,PEBS_Environmental_citizenship3,PEBS_Environmental_citizenship4,PEBS_Environmental_citizenship5,PEBS_Environmental_citizenship6,PEBS_Food1,PEBS_Food2,PEBS_Food3,PEBS_Tmnsporation1,PEBS_Tmnsporation2,PEBS_Tmnsporation3,HEAS_Affective_symptoms1,HEAS_Affective_symptoms2,HEAS_Affective_symptoms3,HEAS_Affective_symptoms4,HEAS_Rumination1,HEAS_Rumination2,HEAS_Rumination3,HEAS_Behavioural_symptoms1,HEAS_Behavioural_symptoms2,HEAS_Behavioural_symptoms3,HEAS_Anxiety_about_personal_impact1,HEAS_Anxiety_about_personal_impact2,HEAS_Anxiety_about_personal_impact3,Mental_Health_Continuum_EWB1,Mental_Health_Continuum_EWB2,Mental_Health_Continuum_EWB3,Mental_Health_Continuum_SWB1,Mental_Health_Continuum_SWB2,Mental_Health_Continuum_SWB3,Mental_Health_Continuum_SWB4,Mental_Health_Continuum_SWB5,Mental_Health_Continuum_PWB1,Mental_Health_Continuum_PWB2,Mental_Health_Continuum_PWB3,Mental_Health_Continuum_PWB4,Mental_Health_Continuum_PWB5,Mental_Health_Continuum_PWB6
2196,2,19,1,2,4,5,5,5,5,4,2,5,5,5,5,3,5,5,1,3,5,1,5,5,5,5,5,5,3,2,1,1,2,2,2,3,2,3,2,2,2,5,4,4,4,4,4,4,3,4,4,4,4,4,4
802,2,21,1,1,3,4,4,4,4,3,3,3,3,3,3,3,1,1,3,3,1,1,1,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,2,3,2,2,2,2,2,3,1
3071,1,21,2,2,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,3,1,3,5,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,3,3,4,4,3,3,3,2,2,3
1660,2,21,2,1,4,3,1,3,4,5,3,3,5,4,5,5,1,5,2,3,1,1,5,1,5,3,5,5,2,1,1,2,1,1,2,1,2,1,2,2,3,5,5,5,1,1,1,4,1,4,4,5,3,5,5
2103,1,20,1,3,2,2,3,3,4,3,3,2,4,3,3,5,5,5,2,3,5,3,5,1,5,3,5,3,2,2,3,4,3,3,3,2,3,3,3,3,2,2,3,2,2,3,3,2,3,2,3,3,3,2,4
2131,2,20,2,3,3,3,3,3,5,5,5,5,5,5,5,5,1,5,3,3,5,1,5,5,5,3,3,3,3,3,3,3,2,3,3,2,4,1,1,1,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5
237,1,20,2,2,4,3,2,4,4,4,3,3,4,4,4,5,1,1,2,3,5,2,5,5,5,5,5,3,3,3,3,2,3,3,2,2,2,2,2,2,3,4,4,4,1,1,2,5,5,5,5,5,5,5,5
1733,1,20,1,4,4,4,4,4,4,4,3,4,4,4,4,5,1,1,4,4,5,2,5,5,5,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1648,2,20,1,2,2,2,2,2,2,5,5,5,5,4,4,3,1,5,4,3,1,2,5,5,5,5,5,5,2,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,2,3,3,5,4,2,3,3,3,3,3
2778,2,20,1,2,4,4,2,4,3,5,5,5,5,3,3,5,1,1,3,3,5,5,5,5,5,3,5,5,2,2,1,2,3,3,3,2,2,2,2,2,2,4,4,4,2,3,4,5,5,5,4,5,5,4,5
2822,2,23,1,1,1,3,3,3,3,5,4,4,4,4,4,3,1,1,4,2,1,3,5,5,5,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
24,1,19,1,3,3,3,3,3,3,4,3,3,3,3,3,5,1,1,2,2,5,2,1,1,1,3,3,3,2,3,3,3,3,2,3,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,3,3
2105,1,20,1,3,4,4,3,4,4,5,4,5,5,4,5,5,1,1,5,4,5,3,1,5,5,1,1,5,3,3,4,4,3,3,4,3,2,2,2,4,2,1,2,3,4,1,3,1,5,3,2,2,3,2,3
231,2,21,2,2,2,3,3,3,4,5,4,3,5,2,4,5,1,1,2,2,1,3,5,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,4,4,5,4,3,3,5,3,1,3
2714,2,19,1,5,5,5,5,5,5,5,3,4,4,4,4,5,5,1,4,4,5,3,1,5,5,5,5,5,3,3,2,3,2,3,2,3,4,2,2,3,3,2,2,2,3,2,4,3,4,2,3,4,2,3,2
2142,2,19,1,2,4,5,4,5,5,5,5,5,5,5,5,5,1,1,4,4,5,2,5,5,5,1,3,5,3,1,1,3,3,3,3,4,4,4,3,2,2,1,1,1,2,3,0,4,4,3,2,3,3,2,4
2025,1,19,2,2,3,4,3,3,3,5,3,3,5,2,3,1,1,1,3,3,5,1,5,5,5,3,3,3,3,2,3,4,1,4,4,3,2,4,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1
2490,2,21,1,1,4,5,5,5,5,5,5,5,5,5,5,5,1,1,3,3,5,1,5,5,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,4,2,5,5,5,5,5,5,5,5,5,5
1050,2,20,1,3,3,3,3,2,2,3,3,3,3,4,3,3,5,5,3,3,5,3,1,5,5,3,3,3,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,3,4,1,1,1
1323,2,19,1,4,4,5,5,5,5,3,3,3,4,5,4,5,1,1,3,3,5,2,1,5,5,5,5,3,2,2,2,3,2,2,2,2,2,2,2,3,3,4,4,2,1,1,2,1,3,4,4,2,2,2,2
2902,1,20,1,1,4,4,4,4,4,4,5,1,5,2,1,5,1,1,1,1,5,2,5,5,5,5,5,5,2,2,2,1,1,1,1,2,2,2,2,2,2,5,1,2,0,4,4,4,4,4,4,3,3,3,2
1701,2,19,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,1,2,2,5,1,5,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3160,1,19,2,4,4,4,4,5,5,5,5,5,5,5,5,5,1,1,4,4,5,1,5,5,5,5,5,5,3,3,2,2,3,3,3,2,2,2,2,2,3,3,3,3,1,1,1,1,1,3,3,3,3,3,3
769,2,19,1,3,3,3,3,3,3,3,3,3,2,3,3,5,1,1,3,3,5,4,1,5,5,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,1,1,3,2,3,3,3,3,4,3,3,2,2
2776,2,20,2,2,3,3,3,4,4,2,4,3,2,1,2,3,1,1,3,2,5,3,5,1,5,1,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,4,3,3,4
135,1,21,2,3,4,3,4,4,4,4,4,4,5,5,5,3,5,5,3,3,5,3,5,5,5,1,3,3,3,2,1,2,2,2,3,3,2,1,1,1,1,3,4,4,3,4,4,4,3,4,4,3,3,4,4
194,1,19,2,4,3,4,5,5,4,4,4,4,5,4,4,3,5,5,3,4,5,3,5,1,1,3,5,5,3,2,2,3,2,2,2,3,3,4,3,2,2,3,4,3,2,2,4,5,4,3,3,4,2,3,3
266,2,19,2,3,4,4,4,4,4,5,4,3,5,4,2,5,1,1,3,3,1,2,5,5,5,5,5,3,2,2,1,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,3,3,2,3,4,3,3,3,3
3117,1,19,1,4,2,2,2,5,5,5,4,2,3,2,4,1,1,1,3,3,5,2,5,5,5,3,3,3,1,1,1,2,2,2,1,3,2,3,1,1,1,4,4,3,3,3,0,0,1,3,3,3,0,2,3
2363,2,19,2,2,4,4,4,3,3,4,4,5,5,3,1,5,5,5,4,3,5,2,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,3,3,3,3,3,3,3,3,3
364,2,20,2,3,4,4,3,4,5,5,2,4,5,4,3,5,1,1,3,3,5,1,5,1,1,5,5,5,2,2,2,2,2,2,3,4,2,4,3,3,3,4,4,4,3,2,3,3,3,4,1,4,3,2,2
3037,2,20,2,2,2,3,3,4,4,5,5,5,5,5,5,5,1,1,3,3,5,2,1,1,1,5,5,3,3,2,2,2,2,2,2,2,2,4,2,2,2,4,4,4,1,1,1,3,4,1,2,3,0,2,2
2694,2,21,1,2,4,4,4,4,4,5,2,3,5,2,1,5,1,1,3,3,5,2,5,5,5,3,3,5,3,2,1,3,1,1,1,2,2,3,2,2,3,4,4,3,1,3,3,2,3,4,3,3,3,2,1
2696,2,21,2,4,5,4,4,4,4,4,4,4,4,4,4,3,1,1,3,3,5,2,1,1,1,3,3,3,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,1,4,3,3,3,3,3,3,3,2,3
1517,2,20,1,3,3,3,2,2,2,4,4,4,3,4,3,5,1,1,3,3,5,1,5,5,5,3,5,3,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,3,2,2,1,3,1,2,3,2,3,3,3
87,2,20,2,5,3,5,5,5,5,5,5,5,5,5,5,5,1,1,4,5,1,5,5,5,5,5,5,5,2,2,2,2,3,2,2,4,2,3,2,2,3,3,3,0,0,0,0,5,0,2,2,4,3,1,1
2862,1,20,2,2,4,4,5,5,5,5,3,5,5,4,5,5,5,1,3,4,5,1,5,5,5,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,4,5,5,3,4,4,3,2,4,4,5,3,4,4
834,1,21,1,1,2,2,2,2,2,3,3,3,3,3,3,3,1,5,5,4,5,1,1,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,5,5,5,4
1426,1,20,1,4,2,5,4,4,3,3,3,3,3,3,3,5,1,1,3,3,1,1,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,3,3,2,3,3,3
459,2,18,1,2,4,4,4,4,4,3,3,3,3,3,3,3,5,5,3,3,5,3,1,1,1,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,1,1,1,2,1,1,1,1,1
1881,1,21,1,2,3,4,4,4,3,3,3,3,3,4,3,3,1,1,3,3,1,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2642,1,27,1,2,4,2,2,3,3,3,2,2,2,2,2,3,1,1,2,2,1,1,1,1,1,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,4,3,3,3,3,3,3,3
1379,2,21,1,3,4,4,4,4,4,3,2,3,3,3,3,3,5,1,3,3,5,2,1,1,1,3,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,3,1,3,1,2
3085,1,23,1,2,2,3,4,3,3,4,4,4,4,4,4,5,1,5,3,3,1,1,5,1,1,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,3,3,3,4,3,2
1184,2,19,2,4,4,4,4,4,4,5,3,4,4,3,3,3,1,1,2,3,1,3,5,5,5,3,5,3,3,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1
4,2,21,1,3,3,4,4,3,4,5,5,3,5,3,3,5,1,1,3,2,5,1,5,5,5,3,5,3,2,3,1,1,3,1,1,1,1,1,1,1,3,5,5,5,1,5,3,4,1,5,3,5,4,4,3
362,2,19,2,4,4,5,4,4,4,5,4,3,5,3,3,3,1,5,3,3,5,1,5,5,5,5,5,5,3,3,2,2,3,3,3,2,3,3,3,3,3,4,3,4,3,5,3,4,3,4,4,4,4,4,4
943,2,21,1,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,3,3,5,3,5,5,1,5,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2129,2,20,1,2,4,4,3,4,4,5,3,3,5,3,3,3,1,1,3,3,5,3,5,5,5,3,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4
3124,1,20,2,4,4,5,3,5,5,5,4,5,4,3,4,3,1,1,3,2,5,3,5,5,5,3,3,5,3,3,1,1,3,3,3,2,1,4,3,3,3,3,3,3,1,3,5,4,4,3,5,5,4,3,4
956,2,21,1,1,4,4,3,4,4,4,3,3,4,4,4,1,1,1,4,4,5,2,5,5,5,3,3,3,3,3,2,1,3,3,2,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,2,4
1950,1,22,2,2,2,3,1,3,4,2,2,2,2,2,3,3,1,1,2,2,1,1,5,1,5,3,3,5,3,2,4,4,3,3,3,2,3,2,3,3,4,2,1,1,3,1,3,2,2,2,1,4,2,3,2
7,1,22,2,2,3,3,2,4,4,3,2,4,4,4,3,3,1,1,3,2,1,2,5,5,5,5,5,5,2,2,1,2,2,2,2,3,2,4,2,2,2,3,3,3,2,3,2,2,2,2,2,3,3,2,2
2319,2,19,1,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,4,4,5,4,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1410,1,20,1,1,4,4,4,4,4,3,3,3,3,3,2,5,1,1,4,2,5,2,1,5,5,1,3,3,3,1,1,1,1,1,1,4,3,3,3,3,3,4,2,2,2,2,1,4,3,3,3,3,2,1,1
351,2,19,2,2,4,5,3,5,5,5,3,2,1,3,2,5,1,5,3,4,5,4,5,5,5,3,5,5,3,3,2,3,3,3,3,3,3,2,3,3,3,5,5,4,2,5,3,5,3,4,5,5,3,3,5
470,2,20,1,4,4,4,4,5,4,4,4,4,4,4,4,3,5,5,4,3,5,2,5,5,5,5,5,3,3,3,3,3,3,2,2,4,2,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2106,2,20,1,3,3,3,3,4,4,5,3,3,5,2,4,5,1,1,3,2,5,2,5,5,5,5,5,3,2,2,2,2,2,2,3,3,2,2,2,2,2,3,4,3,2,2,2,2,3,3,2,3,2,2,2
2334,1,19,1,4,4,4,4,5,4,3,3,3,3,3,4,3,5,5,3,3,5,1,1,1,1,5,3,1,3,3,3,2,3,3,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,5,4,4,4,4,4
3010,2,19,1,4,4,4,3,3,4,5,5,5,5,4,1,3,1,1,3,3,5,1,5,5,5,5,5,5,3,3,3,3,3,3,3,4,3,3,2,3,2,3,2,2,1,4,2,2,1,2,2,2,2,2,1
1155,2,19,2,1,3,3,4,5,5,5,5,5,5,3,4,5,1,1,5,4,5,1,5,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,3,5,5,3,5,5,5,5,5,5
1997,2,21,1,4,4,4,4,4,4,4,5,4,4,4,4,5,1,1,3,2,1,3,5,1,1,1,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3
2245,1,21,1,4,4,4,4,4,4,5,4,2,5,4,3,5,1,1,3,4,5,1,1,5,5,3,5,5,3,2,2,2,3,3,2,2,3,2,2,3,2,3,3,3,1,4,4,3,3,3,3,5,3,3,3
1428,2,19,2,4,4,4,4,4,4,5,5,5,5,5,5,3,1,5,4,3,5,2,5,5,5,3,5,5,3,3,2,2,3,3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,5,4,4,5,5,5,5
1362,2,20,1,2,4,4,4,3,5,5,4,1,5,4,1,5,1,1,3,2,5,3,1,1,1,3,3,3,2,3,3,3,2,2,2,2,2,4,2,2,2,4,4,4,1,4,4,4,4,4,4,3,4,4,4
857,2,19,2,2,2,4,3,4,4,4,2,2,5,2,2,1,1,1,3,3,5,2,5,5,5,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,4,5,4,2,3,5,5,4,5,5,5,5,5,5
2241,2,20,2,2,2,3,2,3,4,4,2,3,4,2,3,1,1,1,2,2,5,2,5,5,5,1,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,1,1,2,3,3,3,3,3,3,3,3
996,1,22,2,2,2,3,5,4,5,3,5,4,4,5,4,5,5,1,2,3,1,1,5,5,5,1,5,5,2,1,1,1,1,1,1,1,1,1,1,2,1,2,5,1,3,1,1,1,2,2,3,3,4,3,3
2945,1,21,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1889,1,23,1,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,4,4,5,4,5,5,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4
323,2,18,2,3,4,4,4,4,4,5,3,3,5,2,4,3,1,1,3,3,1,3,5,1,5,5,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,1,3,1,4,3,3,3,4,4,4,4
153,2,18,1,4,3,5,5,5,5,4,3,3,3,2,5,5,1,1,3,2,5,4,5,5,5,3,5,3,3,3,2,1,1,1,1,2,2,3,3,3,2,3,3,3,1,3,1,3,3,2,3,2,3,3,3
2804,2,21,2,3,3,4,5,4,5,4,4,4,5,5,2,5,1,1,3,4,5,1,5,5,5,5,3,5,3,3,2,3,2,2,3,4,3,3,3,4,3,4,4,4,3,5,1,4,2,4,4,4,5,5,4
2699,1,24,1,2,2,2,3,3,3,5,4,5,4,5,5,5,1,1,2,3,5,3,5,5,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,3,5,5,4,5,5,5,5
1052,2,20,1,4,3,4,4,4,4,3,3,3,3,3,3,5,1,5,4,4,5,3,1,1,1,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2147,1,20,2,4,3,3,3,4,4,5,5,4,5,5,5,3,1,5,3,3,5,3,5,5,5,3,5,5,4,4,4,3,2,2,2,3,3,3,2,2,2,4,4,4,3,5,3,5,5,5,4,5,5,5,5
89,2,22,2,1,1,2,3,3,3,3,3,3,5,3,2,3,1,5,3,3,5,1,5,5,5,1,5,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,4,4,2,3,4,2,0,5,4,4,4,4,4
156,2,20,2,3,4,5,3,3,5,5,2,2,5,3,4,3,1,1,3,2,5,5,5,1,5,5,5,5,3,2,2,3,3,3,3,1,4,2,2,2,2,3,3,1,0,3,0,3,3,4,3,5,2,2,2
1765,1,22,2,4,1,2,4,2,3,5,4,4,4,2,2,3,1,1,3,3,1,3,5,5,5,1,3,3,2,2,2,2,2,2,2,4,2,3,1,2,2,1,3,3,1,1,1,3,0,3,3,1,1,1,2
817,2,20,1,2,3,3,3,3,3,5,3,5,5,4,5,5,1,1,3,3,1,1,5,5,5,3,3,5,2,2,2,1,1,2,2,1,2,2,2,2,2,3,3,3,3,3,4,3,3,2,3,3,3,3,3
936,1,22,1,3,3,2,2,4,2,2,2,3,5,2,3,3,5,1,2,2,1,2,5,5,5,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,4,4,4,3
3163,2,19,2,3,5,5,5,5,5,5,5,5,5,5,5,3,1,1,3,3,5,1,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,2,0,0,0,5,5,5,3,5,5,5
272,2,21,1,4,4,4,4,4,4,5,3,1,5,3,4,1,1,1,2,2,1,2,5,5,5,3,1,1,3,3,3,2,3,3,3,2,2,3,2,2,2,1,1,1,2,1,2,1,2,1,1,1,3,2,2
2289,2,20,1,2,2,3,4,4,3,3,3,4,4,4,3,5,1,1,3,3,5,2,5,5,5,1,5,5,3,4,4,3,3,3,3,3,3,2,4,2,2,4,4,4,1,1,4,3,1,4,3,3,2,2,2
826,2,19,2,3,3,3,3,3,3,4,2,2,4,2,2,5,1,1,2,2,5,1,5,5,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,0
2133,1,24,1,2,4,4,2,4,4,4,5,4,3,2,4,3,5,5,4,4,5,3,1,1,1,1,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,3,3,3,3,2,1,1,1,3,2,3,2,2,2
2168,1,21,2,3,3,4,2,3,4,2,4,2,3,3,4,3,5,1,3,2,1,2,5,5,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,4,3,1,3,0,3,0,2,3,3,2,4,5
2881,2,22,1,3,4,5,5,5,5,5,5,5,5,4,4,5,1,5,4,4,5,2,5,1,1,3,5,5,3,2,2,3,3,3,3,2,1,2,2,3,2,4,4,4,3,5,4,3,4,5,4,5,3,3,5
2482,2,22,1,3,3,3,3,3,3,3,3,3,3,3,3,5,1,1,3,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1482,2,18,2,3,4,4,4,4,4,5,5,5,5,4,4,5,1,1,3,3,5,1,1,1,1,5,3,3,3,1,1,2,1,1,1,1,1,2,3,2,2,4,4,4,4,0,4,4,4,4,4,4,4,4,4
1409,2,19,2,4,3,3,3,3,3,3,2,3,3,3,3,5,1,1,2,3,5,1,5,5,5,3,3,3,3,3,3,3,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,3,2,1,4,2,1,1,2
1190,2,19,1,4,4,4,4,3,4,4,2,3,5,3,3,3,5,5,3,2,1,2,5,5,5,1,5,1,3,3,2,3,1,1,1,2,2,4,1,1,1,1,3,0,0,4,1,1,1,3,1,1,1,3,2
1008,2,19,1,4,3,3,3,3,4,3,4,4,3,4,3,5,1,1,5,4,5,3,5,5,5,3,3,3,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,3,2,2,2,2,1,2,2,2,3,2
186,2,21,1,2,2,3,4,4,4,4,3,3,5,2,4,5,1,1,2,3,5,2,5,5,5,3,5,3,2,2,2,3,3,3,3,2,2,3,2,2,2,3,3,3,3,3,1,1,3,3,1,3,1,2,3
2974,2,20,1,2,3,3,3,3,3,3,4,3,5,4,3,5,1,1,3,3,5,1,1,5,5,5,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,3,4,4,4,4,4,4,4,4
3082,2,19,2,4,4,4,4,5,5,3,3,3,5,5,1,5,5,5,3,2,5,1,5,5,5,5,3,3,3,3,4,4,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,4,3,4,3,4,3,3,3
2189,2,20,2,2,2,2,5,2,5,2,2,2,2,2,2,3,5,1,3,4,1,3,5,5,5,1,5,3,3,2,2,1,1,1,2,1,2,2,3,2,2,2,5,0,0,0,0,0,1,0,0,0,0,0,0
2940,2,20,1,2,4,5,4,4,5,1,2,4,5,2,1,5,1,1,2,2,5,1,5,5,5,3,5,5,3,1,2,2,2,2,2,2,3,3,2,2,1,4,4,4,3,4,3,4,5,4,4,4,4,4,4
1649,2,21,1,3,5,5,5,5,5,4,4,5,4,4,4,5,1,1,3,3,5,5,5,5,5,5,5,3,1,2,1,1,2,3,3,3,3,2,3,3,3,3,3,4,4,4,4,4,4,4,3,2,3,3,3
659,1,20,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,5,3,3,5,3,5,5,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,1
978,2,19,2,4,3,3,3,3,3,3,4,3,1,4,4,3,1,5,1,3,5,2,5,5,5,1,3,3,2,2,1,1,1,1,1,3,1,1,1,1,1,3,0,3,2,1,2,2,1,4,3,4,3,3,3
818,1,20,2,4,4,4,4,4,4,3,3,3,3,3,3,3,1,1,3,3,5,2,1,5,5,3,3,3,2,2,1,2,2,2,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
801,2,20,1,1,3,3,5,3,3,5,5,5,5,3,5,3,1,5,3,3,5,3,5,5,5,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,4,5,4,1,4,5,4,4,5,5,5,4,4,4
2691,2,23,1,1,4,5,4,5,5,5,2,2,2,2,2,3,5,5,4,3,5,2,1,1,1,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,1,1,3,1,1,1,1,3
93,2,20,1,3,4,4,4,3,4,2,3,3,4,3,3,5,1,1,4,3,5,4,5,5,1,3,5,3,2,3,3,3,2,2,2,2,3,2,2,3,4,2,2,3,2,2,2,2,2,3,3,3,2,3,2
1762,1,21,1,2,3,2,2,3,2,3,1,4,2,3,2,5,5,1,1,2,5,3,5,5,5,3,3,3,2,3,4,2,2,3,2,2,3,4,2,2,2,1,1,1,1,2,1,4,2,2,2,1,1,2,2
2563,2,21,2,3,3,2,4,4,4,3,3,2,3,3,4,3,5,5,4,3,1,3,5,5,5,3,5,3,2,3,3,2,2,2,3,3,3,2,3,3,2,2,2,2,4,2,3,2,1,3,2,3,3,2,2
1873,2,21,2,4,3,3,4,3,3,5,2,2,5,3,3,3,1,1,2,3,5,1,5,5,1,5,5,5,2,2,2,2,2,2,2,4,2,2,2,1,1,3,3,2,1,5,2,1,1,4,4,3,2,1,1
1126,2,21,1,3,5,5,5,5,5,5,3,3,4,4,3,3,1,1,3,3,5,3,5,1,5,3,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,2,4,4,5,3,5,1,3,3,2,2,2,2,1
2195,1,19,1,3,3,3,3,3,3,3,3,3,3,3,4,3,1,1,3,3,5,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,3,2,2,3,3,3,3,3,2
1253,1,20,1,2,4,4,4,4,4,4,5,4,4,4,4,3,5,5,4,3,5,3,5,5,1,3,5,5,3,3,3,3,3,3,3,3,2,3,3,3,3,5,4,3,4,5,5,5,5,5,5,5,5,5,5
139,2,20,1,2,5,5,5,5,5,5,4,3,5,3,2,5,1,5,3,3,5,2,5,5,5,3,5,5,2,2,1,2,3,3,3,2,2,2,2,1,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5
2375,2,21,2,3,3,4,3,4,4,4,3,4,3,3,3,5,1,5,3,3,5,1,5,5,5,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4
262,2,21,1,2,3,4,4,4,4,5,3,5,5,2,5,3,1,5,3,3,5,3,5,5,5,5,3,3,2,2,2,2,3,3,3,1,1,1,2,2,2,4,4,3,2,4,2,3,3,2,3,3,3,3,3
1771,2,19,2,1,4,4,4,4,3,5,4,3,5,3,4,5,1,1,3,2,5,2,5,5,5,5,5,5,3,3,1,1,2,2,2,1,3,3,2,2,2,3,3,2,1,1,1,3,2,1,2,3,1,2,1
192,1,20,2,3,2,4,3,2,3,2,2,2,3,2,3,5,1,1,2,2,5,1,5,5,5,3,3,5,2,2,2,2,1,1,1,3,1,1,1,1,1,4,4,4,2,1,1,1,2,2,1,2,1,1,1
683,2,19,1,3,3,3,5,5,3,2,2,5,3,2,3,3,5,5,3,3,5,2,5,5,5,1,5,5,4,4,4,3,3,3,2,3,3,3,3,3,3,4,3,3,3,1,1,1,2,2,2,2,1,1,1
